GarageBand	pst	Eight Notes Dark Pulse	/Library/Application Support/GarageBand/Instrument Library/Plug-In Settings/Automatic Filter/Eight Notes Dark Pulse.pst
GarageBand	pst	FM Filter	/Library/Application Support/GarageBand/Instrument Library/Plug-In Settings/Automatic Filter/FM Filter.pst
GarageBand	pst	Fast Pulse	/Library/Application Support/GarageBand/Instrument Library/Plug-In Settings/Automatic Filter/Fast Pulse.pst
GarageBand	pst	Fast Saw Filter	/Library/Application Support/GarageBand/Instrument Library/Plug-In Settings/Automatic Filter/Fast Saw Filter.pst
GarageBand	pst	Resonance Filter	/Library/Application Support/GarageBand/Instrument Library/Plug-In Settings/Automatic Filter/Resonance Filter.pst
GarageBand	pst	Resonance Ticks	/Library/Application Support/GarageBand/Instrument Library/Plug-In Settings/Automatic Filter/Resonance Ticks.pst
GarageBand	pst	Sixteenth Pulse	/Library/Application Support/GarageBand/Instrument Library/Plug-In Settings/Automatic Filter/Sixteenth Pulse.pst
GarageBand	pst	Soft Auto Wah	/Library/Application Support/GarageBand/Instrument Library/Plug-In Settings/Automatic Filter/Soft Auto Wah.pst
GarageBand	pst	Triple Offset Filter	/Library/Application Support/GarageBand/Instrument Library/Plug-In Settings/Automatic Filter/Triple Offset Filter.pst
GarageBand	pst	Two Bars Down Filter	/Library/Application Support/GarageBand/Instrument Library/Plug-In Settings/Automatic Filter/Two Bars Down Filter.pst
GarageBand	pst	Deep Bass Amp	/Library/Application Support/GarageBand/Instrument Library/Plug-In Settings/Bass Amp/Deep Bass Amp.pst
GarageBand	pst	Fat Bass Amp	/Library/Application Support/GarageBand/Instrument Library/Plug-In Settings/Bass Amp/Fat Bass Amp.pst
GarageBand	pst	Funk Bass Amp	/Library/Application Support/GarageBand/Instrument Library/Plug-In Settings/Bass Amp/Funk Bass Amp.pst
GarageBand	pst	Fuzz Bass Amp	/Library/Application Support/GarageBand/Instrument Library/Plug-In Settings/Bass Amp/Fuzz Bass Amp.pst
GarageBand	pst	Modern Rock Bass Amp	/Library/Application Support/GarageBand/Instrument Library/Plug-In Settings/Bass Amp/Modern Rock Bass Amp.pst
GarageBand	pst	Reggae Bass Amp	/Library/Application Support/GarageBand/Instrument Library/Plug-In Settings/Bass Amp/Reggae Bass Amp.pst
GarageBand	pst	Rock Edge Bass Amp	/Library/Application Support/GarageBand/Instrument Library/Plug-In Settings/Bass Amp/Rock Edge Bass Amp.pst
GarageBand	pst	Seventies Bass Amp	/Library/Application Support/GarageBand/Instrument Library/Plug-In Settings/Bass Amp/Seventies Bass Amp.pst
GarageBand	pst	Sixties Bass Amp	/Library/Application Support/GarageBand/Instrument Library/Plug-In Settings/Bass Amp/Sixties Bass Amp.pst
GarageBand	pst	Slap Bass Amp	/Library/Application Support/GarageBand/Instrument Library/Plug-In Settings/Bass Amp/Slap Bass Amp.pst
GarageBand	pst	Warm Bass Amp	/Library/Application Support/GarageBand/Instrument Library/Plug-In Settings/Bass Amp/Warm Bass Amp.pst
GarageBand	pst	Hi Pass	/Library/Application Support/GarageBand/Instrument Library/Plug-In Settings/Bass Reduction/Hi Pass.pst
GarageBand	pst	Remove Bass	/Library/Application Support/GarageBand/Instrument Library/Plug-In Settings/Bass Reduction/Remove Bass.pst
GarageBand	pst	Remove Deep Bass	/Library/Application Support/GarageBand/Instrument Library/Plug-In Settings/Bass Reduction/Remove Deep Bass.pst
GarageBand	pst	Aggressive Fretless	/Library/Application Support/GarageBand/Instrument Library/Plug-In Settings/Bass/Aggressive Fretless.pst
GarageBand	pst	Attitude Bass	/Library/Application Support/GarageBand/Instrument Library/Plug-In Settings/Bass/Attitude Bass.pst
GarageBand	pst	Ballad Electric Bass	/Library/Application Support/GarageBand/Instrument Library/Plug-In Settings/Bass/Ballad Electric Bass.pst
GarageBand	pst	Deep Bass	/Library/Application Support/GarageBand/Instrument Library/Plug-In Settings/Bass/Deep Bass.pst
GarageBand	pst	Fingerstyle Electric Bass	/Library/Application Support/GarageBand/Instrument Library/Plug-In Settings/Bass/Fingerstyle Electric Bass.pst
GarageBand	pst	Fretless Electric Bass	/Library/Application Support/GarageBand/Instrument Library/Plug-In Settings/Bass/Fretless Electric Bass.pst
GarageBand	pst	Latin Baby Bass	/Library/Application Support/GarageBand/Instrument Library/Plug-In Settings/Bass/Latin Baby Bass.pst
GarageBand	pst	Liverpool Bass	/Library/Application Support/GarageBand/Instrument Library/Plug-In Settings/Bass/Liverpool Bass.pst
GarageBand	pst	Mexican Guitarron	/Library/Application Support/GarageBand/Instrument Library/Plug-In Settings/Bass/Mexican Guitarron.pst
GarageBand	pst	Motown Bass	/Library/Application Support/GarageBand/Instrument Library/Plug-In Settings/Bass/Motown Bass.pst
GarageBand	pst	Muted Electric Bass	/Library/Application Support/GarageBand/Instrument Library/Plug-In Settings/Bass/Muted Electric Bass.pst
GarageBand	pst	Picked Electric Bass	/Library/Application Support/GarageBand/Instrument Library/Plug-In Settings/Bass/Picked Electric Bass.pst
GarageBand	pst	Prog Rock Bass	/Library/Application Support/GarageBand/Instrument Library/Plug-In Settings/Bass/Prog Rock Bass.pst
GarageBand	pst	Prog Rock Muted	/Library/Application Support/GarageBand/Instrument Library/Plug-In Settings/Bass/Prog Rock Muted.pst
GarageBand	pst	Russian Balalaika	/Library/Application Support/GarageBand/Instrument Library/Plug-In Settings/Bass/Russian Balalaika.pst
GarageBand	pst	Session Bass	/Library/Application Support/GarageBand/Instrument Library/Plug-In Settings/Bass/Session Bass.pst
GarageBand	pst	Slapped Electric Bass	/Library/Application Support/GarageBand/Instrument Library/Plug-In Settings/Bass/Slapped Electric Bass.pst
GarageBand	pst	Stinger Bass	/Library/Application Support/GarageBand/Instrument Library/Plug-In Settings/Bass/Stinger Bass.pst
GarageBand	pst	Subby Bass	/Library/Application Support/GarageBand/Instrument Library/Plug-In Settings/Bass/Subby Bass.pst
GarageBand	pst	Thumbstroke Bass	/Library/Application Support/GarageBand/Instrument Library/Plug-In Settings/Bass/Thumbstroke Bass.pst
GarageBand	pst	Unplugged Bass	/Library/Application Support/GarageBand/Instrument Library/Plug-In Settings/Bass/Unplugged Bass.pst
GarageBand	pst	Upright Ballad Bass	/Library/Application Support/GarageBand/Instrument Library/Plug-In Settings/Bass/Upright Ballad Bass.pst
GarageBand	pst	Upright Jazz Bass	/Library/Application Support/GarageBand/Instrument Library/Plug-In Settings/Bass/Upright Jazz Bass.pst
GarageBand	pst	6 Bit Resynth	/Library/Application Support/GarageBand/Instrument Library/Plug-In Settings/Bitcrusher/6 Bit Resynth.pst
GarageBand	pst	AM Radio	/Library/Application Support/GarageBand/Instrument Library/Plug-In Settings/Bitcrusher/AM Radio.pst
GarageBand	pst	Classic 8 Bit	/Library/Application Support/GarageBand/Instrument Library/Plug-In Settings/Bitcrusher/Classic 8 Bit.pst
GarageBand	pst	Demaged Bits	/Library/Application Support/GarageBand/Instrument Library/Plug-In Settings/Bitcrusher/Demaged Bits.pst
GarageBand	pst	Digitizer	/Library/Application Support/GarageBand/Instrument Library/Plug-In Settings/Bitcrusher/Digitizer.pst
GarageBand	pst	Meet Atari	/Library/Application Support/GarageBand/Instrument Library/Plug-In Settings/Bitcrusher/Meet Atari.pst
GarageBand	pst	Sample Rate Crusher	/Library/Application Support/GarageBand/Instrument Library/Plug-In Settings/Bitcrusher/Sample Rate Crusher.pst
GarageBand	pst	Soft Bit Reduction	/Library/Application Support/GarageBand/Instrument Library/Plug-In Settings/Bitcrusher/Soft Bit Reduction.pst
GarageBand	pst	Wave Destruction	/Library/Application Support/GarageBand/Instrument Library/Plug-In Settings/Bitcrusher/Wave Destruction.pst
GarageBand	pst	Atmospheric	/Library/Application Support/GarageBand/Instrument Library/Plug-In Settings/Chorus/Atmospheric.pst
GarageBand	pst	Deep Modulation	/Library/Application Support/GarageBand/Instrument Library/Plug-In Settings/Chorus/Deep Modulation.pst
GarageBand	pst	Faster Modulation	/Library/Application Support/GarageBand/Instrument Library/Plug-In Settings/Chorus/Faster Modulation.pst
GarageBand	pst	Glimmer	/Library/Application Support/GarageBand/Instrument Library/Plug-In Settings/Chorus/Glimmer.pst
GarageBand	pst	Jazz Chorus	/Library/Application Support/GarageBand/Instrument Library/Plug-In Settings/Chorus/Jazz Chorus.pst
GarageBand	pst	Light Chorus	/Library/Application Support/GarageBand/Instrument Library/Plug-In Settings/Chorus/Light Chorus.pst
GarageBand	pst	Medium Chorus	/Library/Application Support/GarageBand/Instrument Library/Plug-In Settings/Chorus/Medium Chorus.pst
GarageBand	pst	Smooth Chorus	/Library/Application Support/GarageBand/Instrument Library/Plug-In Settings/Chorus/Smooth Chorus.pst
GarageBand	pst	Spread Stereo	/Library/Application Support/GarageBand/Instrument Library/Plug-In Settings/Chorus/Spread Stereo.pst
